study_folder,therapeutic_area,phase,pd_category,pd_subcategory,pi_flag,count
C1071007,Oncology,Ph III,6) Proc/Test,Procedure/Test not done,YES,5
C1071007,Oncology,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,1192
C1071007,Oncology,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,YES,7
C1071007,Oncology,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,307
C1071007,Oncology,Ph III,6) Proc/Test,Procedures for contraception counseling/contraception requirements not followed,YES,28
C1071007,Oncology,Ph III,7) Random,Patient randomized in IRT in error,NO,2
C1071007,Oncology,Ph III,7) Random,Patient randomized in the wrong strata,YES,116
C1071007,Oncology,Ph III,7) Random,Pending Site Monitor Action Random,NO,3
C1071007,Oncology,Ph III,8) SafetyRep,SAE Not reported by investigator to Ethics Committee / IRB per local regulations,YES,2
C1071007,Oncology,Ph III,8) SafetyRep,SAE/EIU not reported to Sponsor within specified timeframe,YES,117
C1071015,Oncology,Unknown,2) InvProd,Dispensing error,NO,2
C1071015,Oncology,Unknown,4) Lab,Lab not done,NO,1
C1071015,Oncology,Unknown,4) Lab,Lab not performed within pre-specified conditions,NO,2
C1071015,Oncology,Unknown,5) VisitSched,Visit not done,NO,5
C1071015,Oncology,Unknown,5) VisitSched,Visit not performed per protocol,NO,2
C1071015,Oncology,Unknown,6) Proc/Test,Procedure/Test not performed per protocol,NO,1
C2321003,Oncology,Ph III,1) Inc/Excl,,,3
C2321003,Oncology,Ph III,1) Inc/Excl,"Met Exclusion Criteria: Any history of myelodysplastic syndrome, acute myeloid leukemia, or any other prior malignancy except as noted per protocol",YES,1
C2321003,Oncology,Ph III,1) Inc/Excl,Met Exclusion Criteria: Any medical or psychiatric condition or active suicidal ideation/behavior or lab abnormality that make the participant inappropriate for the study,YES,1
C2321003,Oncology,Ph III,1) Inc/Excl,Met Exclusion Criteria: Clinically significant cardiovascular disease within last 6 months; cardiac pacemaker; QTcF >480 on screening ECG,YES,3
C2321003,Oncology,Ph III,1) Inc/Excl,Met Exclusion Criteria: Current use/anticipated need for known strong CYP3A4/5 inhibitors and inducers(with exception of Enza as part of this study) within 10 days or 5 half-lives whichever is longer,YES,1
C2321003,Oncology,Ph III,1) Inc/Excl,Met Exclusion Criteria: Inadequate renal function defined by an eGFR < 45 mL/min./1.73 m²,YES,2
C2321003,Oncology,Ph III,1) Inc/Excl,Met Exclusion Criteria: Prior treatment with opioids for pain related to either primary prostate cancer or metastasis within 28 days prior to randomization are not permitted,YES,1
C2321003,Oncology,Ph III,1) Inc/Excl,Pending Site Monitor Action Inc/Excl,YES,4
C2321003,Oncology,Ph III,1) Inc/Excl,Unmet Inclusion Criteria: Documented metastatic disease in bone(bone scan) or in soft tissue(CT/MRI); Measurable soft tissue disease per RECIST v1.1 is required when there is no evaluable bone lesion,YES,2
C2321003,Oncology,Ph III,1) Inc/Excl,Unmet Inclusion Criteria: Surgical/Medical castration: serum testosterone ≤50ng/dL(≤1.73nmol/L) at SCR; Prior (> 4 wk start) & ongoing ADT with (GnRH) agonist/antagonist unless bilateral orchiectomy,YES,2
C2321003,Oncology,Ph III,10) Other,,,10
C2321003,Oncology,Ph III,10) Other,Subject's confidentiality compromised,YES,3
C2321003,Oncology,Ph III,11) Informed Consent,,,13
C2321003,Oncology,Ph III,11) Informed Consent,"ICD not signed by impartial witness, when applicable",NO,1
C2321003,Oncology,Ph III,11) Informed Consent,ICD signed by subject/LAR had not received IRB/IEC approval,YES,1
C2321003,Oncology,Ph III,11) Informed Consent,ICD signed by unauthorized site personnel,YES,1
C2321003,Oncology,Ph III,11) Informed Consent,"ICD was lost, no copy available",YES,1
C2321003,Oncology,Ph III,11) Informed Consent,Other,NO,22
C2321003,Oncology,Ph III,11) Informed Consent,Pending Site Monitor Action Informed Consent,NO,19
C2321003,Oncology,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,12
C2321003,Oncology,Ph III,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,NO,1
C2321003,Oncology,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,10
C2321003,Oncology,Ph III,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,1
C2321003,Oncology,Ph III,2) InvProd,,,54
C2321003,Oncology,Ph III,2) InvProd,Blinded Therapy compliance >80% but <100%,NO,32
C2321003,Oncology,Ph III,2) InvProd,Blinded Therapy not taken per specified window,NO,1
C2321003,Oncology,Ph III,2) InvProd,Dispensing error,YES,1
C2321003,Oncology,Ph III,2) InvProd,Dosing/Administration error,YES,1
C2321003,Oncology,Ph III,2) InvProd,Enzalutamide compliance <80%,YES,2
C2321003,Oncology,Ph III,2) InvProd,Enzalutamide compliance >80% but <100%,NO,12
C2321003,Oncology,Ph III,2) InvProd,IP not returned,YES,10
C2321003,Oncology,Ph III,2) InvProd,Incorrectly stored product administered to patient,YES,2
C2321003,Oncology,Ph III,2) InvProd,Pending Site Monitor Action InvProd,NO,32
C2321003,Oncology,Ph III,2) InvProd,Study drug not held despite AE that required dose to be held per protocol,YES,6
C2321003,Oncology,Ph III,2) InvProd,Study treatment not taken per protocol (i.e. Taken at home instead of in clinic),NO,1
C2321003,Oncology,Ph III,2) InvProd,Subject took incorrect dose of Blinded Therapy,YES,19
C2321003,Oncology,Ph III,2) InvProd,Subject took incorrect dose of Enzalutamide,YES,25
C2321003,Oncology,Ph III,3) CCMeds,,,11
C2321003,Oncology,Ph III,3) CCMeds,Loperamide not taken per protocol,NO,15
C2321003,Oncology,Ph III,3) CCMeds,Pending Site Monitor Action CCMeds,NO,3
C2321003,Oncology,Ph III,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,11
C2321003,Oncology,Ph III,4) Lab,,,18
C2321003,Oncology,Ph III,4) Lab,Abnormal lab result not followed up appropriately,YES,1
C2321003,Oncology,Ph III,4) Lab,Biomarker samples not done,NO,6
C2321003,Oncology,Ph III,4) Lab,"Critical safety labs required for dosing decisions missing: ANC, PLT, lymphocytes, ALT, AST and Bili (central and local)",YES,9
C2321003,Oncology,Ph III,4) Lab,Lab performed out of window,NO,10
C2321003,Oncology,Ph III,4) Lab,Labs not collected per protocol,NO,2
C2321003,Oncology,Ph III,4) Lab,Non-critical safety labs missing (central and local),NO,4
C2321003,Oncology,Ph III,4) Lab,PK samples collected out of window,NO,39
C2321003,Oncology,Ph III,4) Lab,PK samples not done,NO,18
C2321003,Oncology,Ph III,4) Lab,"PK samples not properly collected, stored or handled",NO,12
C2321003,Oncology,Ph III,4) Lab,Pending Site Monitor Action Lab,NO,32
C2321003,Oncology,Ph III,4) Lab,Prostate Specific Antigen (PSA) not done,YES,3
C2321003,Oncology,Ph III,4) Lab,Sample collected in error (not allowed per local regulations or not required per protocol),NO,5
C2321003,Oncology,Ph III,4) Lab,Specimen could not be analyzed,NO,4
C2321003,Oncology,Ph III,5) VisitSched,,,22
C2321003,Oncology,Ph III,5) VisitSched,Pending Site Monitor Action VisitSched,NO,9
C2321003,Oncology,Ph III,5) VisitSched,Visit not done,YES,6
C2321003,Oncology,Ph III,5) VisitSched,Visit not performed per protocol,NO,36
C2321003,Oncology,Ph III,6) Proc/Test,,,213
C2321003,Oncology,Ph III,6) Proc/Test,Pain Log not completed at least 4 out of 7 days as per protocol,YES,198
C2321003,Oncology,Ph III,6) Proc/Test,Pending Site Monitor Action Proc/Test,NO,317
C2321003,Oncology,Ph III,6) Proc/Test,Procedure/Test not done,NO,17
C2321003,Oncology,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,53
C2321003,Oncology,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,3
C2321003,Oncology,Ph III,6) Proc/Test,Procedures for contraception counseling/contraception requirements not followed,YES,10
C2321003,Oncology,Ph III,6) Proc/Test,Questionnaire not completed by patient,NO,367
C2321003,Oncology,Ph III,6) Proc/Test,Questionnaires not done per protocol,NO,109
C2321003,Oncology,Ph III,6) Proc/Test,Radiographic imaging not done,YES,6
C2321003,Oncology,Ph III,6) Proc/Test,Radiographic imaging not done as per protocol,NO,4
C2321003,Oncology,Ph III,6) Proc/Test,Radiographic imaging performed out of window,NO,12
C2321003,Oncology,Ph III,7) Random,,,1
C2321003,Oncology,Ph III,7) Random,Randomized under wrong stratification,YES,2
C2321003,Oncology,Ph III,8) SafetyRep,,,9
C2321003,Oncology,Ph III,8) SafetyRep,Pending Site Monitor Action SafetyRep,NO,4
C2321003,Oncology,Ph III,8) SafetyRep,SAE/EIU not reported to Sponsor within specified timeframe,YES,6
C2321008,Oncology,Ph III,1) Inc/Excl,Any medical condition including recent or active suicidal ideation/behavior or lab abnormality that may increase the risk of study participation,YES,1
C2321008,Oncology,Ph III,1) Inc/Excl,Current use of any prohibited concomitant medication(s) or unwillingness or inability to use a required concomitant medication(s),YES,2
C2321008,Oncology,Ph III,10) Other,,,1
C2321008,Oncology,Ph III,10) Other,Confidentiality compromised,YES,1
C2321008,Oncology,Ph III,11) Informed Consent,"ICD not signed by impartial witness, when applicable",NO,1
C2321008,Oncology,Ph III,2) InvProd,,,12
C2321008,Oncology,Ph III,2) InvProd,Dosing/Administration error without impact to patient safety,NO,8
C2321008,Oncology,Ph III,2) InvProd,IP accountability not done,NO,1
C2321008,Oncology,Ph III,2) InvProd,IP not returned,NO,1
C2321008,Oncology,Ph III,2) InvProd,IP not returned,YES,1
C2321008,Oncology,Ph III,2) InvProd,Pending Site Monitor Action InvProd,NO,4
C2321008,Oncology,Ph III,2) InvProd,Subject took incorrect dose of blinded therapy,YES,4
C2321008,Oncology,Ph III,2) InvProd,Subject took incorrect dose of enzalutamide,YES,2
C2321008,Oncology,Ph III,3) CCMeds,,,2
C2321008,Oncology,Ph III,4) Lab,,,8
C2321008,Oncology,Ph III,4) Lab,"Biomarker samples not properly collected, processed, stored or handled",NO,2
C2321008,Oncology,Ph III,4) Lab,"Critical safety labs not done: (including but not limited to ANC, Hgb, PLT, lymphocytes, ALT, AST and Bili (central and local))",YES,4
C2321008,Oncology,Ph III,4) Lab,Lab performed out of window,NO,2
C2321008,Oncology,Ph III,4) Lab,Non-critical safety labs not done (central and local),NO,8
C2321008,Oncology,Ph III,4) Lab,PK samples not done,NO,2
C2321008,Oncology,Ph III,4) Lab,Pending Site Monitor Action Lab,NO,2
C2321008,Oncology,Ph III,5) VisitSched,,,3
C2321008,Oncology,Ph III,5) VisitSched,Visit not done,YES,1
C2321008,Oncology,Ph III,5) VisitSched,Visit not performed per protocol,NO,4
C2321008,Oncology,Ph III,6) Proc/Test,,,9
C2321008,Oncology,Ph III,6) Proc/Test,PSA not performed per protocol,YES,4
C2321008,Oncology,Ph III,6) Proc/Test,Pending Site Monitor Action Proc/Test,NO,3
C2321008,Oncology,Ph III,6) Proc/Test,Procedure/Test not done,NO,5
C2321008,Oncology,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,12
C2321008,Oncology,Ph III,6) Proc/Test,Questionnaire not completed by participant,NO,10
C2321008,Oncology,Ph III,6) Proc/Test,Questionnaires not done per protocol,NO,5
C2321008,Oncology,Ph III,6) Proc/Test,Radiographic imaging not done,YES,1
C2321008,Oncology,Ph III,6) Proc/Test,Serum testosterone not performed per protocol,YES,4
C2321008,Oncology,Ph III,7) Random,,,2
C2321008,Oncology,Ph III,7) Random,Randomized under wrong stratification,YES,3
C2321008,Oncology,Ph III,8) SafetyRep,SAE/EIU not reported to Sponsor within specified timeframe,YES,1
C2321014,Oncology,Ph III,1) Inc/Excl,,,6
C2321014,Oncology,Ph III,1) Inc/Excl,"Subject did not meet Inclusion Criteria: Metastatic disease in bone documented on bone scan, or in soft tissue documented on CT/MRI scan; Measurable soft tissue disease (per RECIST v1.1) is required if there is not an evaluable bone lesion",YES,2
C2321014,Oncology,Ph III,1) Inc/Excl,"Subject did not meet Inclusion Criteria: Progressive disease as defined by 1 or more of the following; PSA,soft tissue,or bone disease progression.Evidence of disease progression on abiraterone acetate(mCSPC/first line mCRPC setting)",YES,4
C2321014,Oncology,Ph III,1) Inc/Excl,Subject met Exclusion Criteria: Any medical or psychiatric condition including suicidal ideation/behavior or lab abnormality that may increase the risk of study participation or make the participant inappropriate for the study.,YES,1
C2321014,Oncology,Ph III,1) Inc/Excl,Subject met Exclusion Criteria: Clinically significant cardiovascular disease; participants with cardiac pacemaker must be discussed in detail sponsor medical monitor to determine eligibility; QTcF >480 on screening ECG,YES,3
C2321014,Oncology,Ph III,1) Inc/Excl,"Subject met Exclusion Criteria: Prior treatment for prostate cancer with any cytotoxic chemotherapy, radioligand therapy, ARSi, PARP monotherapy or other systemic anti-cancer treatment with some exceptions",YES,2
C2321014,Oncology,Ph III,1) Inc/Excl,"Subject met Exclusion Criteria: Recent (defined in protocol), current, or anticipated need for drugs that are known strong CYP3A4/5 inhibitors and inducers (with exception of enzalutamide as part of this study).",YES,1
C2321014,Oncology,Ph III,10) Other,,,33
C2321014,Oncology,Ph III,11) Informed Consent,,,48
C2321014,Oncology,Ph III,11) Informed Consent,ICD signed by unauthorized site personnel,YES,1
C2321014,Oncology,Ph III,11) Informed Consent,Other,NO,9
C2321014,Oncology,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,34
C2321014,Oncology,Ph III,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,NO,4
C2321014,Oncology,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,6
C2321014,Oncology,Ph III,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,2
C2321014,Oncology,Ph III,2) InvProd,,,146
C2321014,Oncology,Ph III,2) InvProd,Enzalutamide compliance for cycle was greater than 80% but less than 100%,NO,16
C2321014,Oncology,Ph III,2) InvProd,Enzalutamide compliance for cycle was less than 80%,YES,2
C2321014,Oncology,Ph III,2) InvProd,IP accountability not done,NO,2
C2321014,Oncology,Ph III,2) InvProd,IP not returned,YES,6
C2321014,Oncology,Ph III,2) InvProd,Mevrometostat compliance for cycle was greater than 80% but less than 100%,NO,14
C2321014,Oncology,Ph III,2) InvProd,Pending Site Monitor Action InvProd,NO,2
C2321014,Oncology,Ph III,2) InvProd,Study drug not held despite AE that required dose to be held per protocol,YES,1
C2321014,Oncology,Ph III,2) InvProd,Study drug not taken per specified dispensing window,NO,5
C2321014,Oncology,Ph III,2) InvProd,Subject took Mevrometostat without food,NO,9
C2321014,Oncology,Ph III,2) InvProd,Subject took incorrect dose of enzalutamide,YES,14
C2321014,Oncology,Ph III,2) InvProd,Subject took incorrect dose of mevrometostat,YES,15
C2321014,Oncology,Ph III,3) CCMeds,,,4
C2321014,Oncology,Ph III,3) CCMeds,Loperamide not taken per protocol,NO,1
C2321014,Oncology,Ph III,3) CCMeds,Mandatory concomitant medication/vaccine not taken/administered or not used as specified per protocol,YES,1
C2321014,Oncology,Ph III,3) CCMeds,Pending Site Monitor Action CCMeds,NO,4
C2321014,Oncology,Ph III,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,4
C2321014,Oncology,Ph III,4) Lab,,,125
C2321014,Oncology,Ph III,4) Lab,Biomarker Samples not done,NO,5
C2321014,Oncology,Ph III,4) Lab,Biomarker samples not collected per protocol,NO,5
C2321014,Oncology,Ph III,4) Lab,"Critical safety labs required for dosing decisions not done: ANC, PLT, lymphocytes, ALT, AST and Bili (central and local)",YES,2
C2321014,Oncology,Ph III,4) Lab,Lab performed out of window,NO,2
C2321014,Oncology,Ph III,4) Lab,Non-critical safety labs not done (central and local),NO,5
C2321014,Oncology,Ph III,4) Lab,PK samples not done,NO,12
C2321014,Oncology,Ph III,4) Lab,PK samples performed out of window,NO,13
C2321014,Oncology,Ph III,4) Lab,Pending Site Monitor Action Lab,NO,15
C2321014,Oncology,Ph III,4) Lab,Prostate Specific Antigen (PSA)not done,YES,3
C2321014,Oncology,Ph III,4) Lab,Sample collected in error (not allowed per local regulations or not required per protocol),NO,17
C2321014,Oncology,Ph III,4) Lab,Specimen could not be analyzed,NO,4
C2321014,Oncology,Ph III,5) VisitSched,,,59
C2321014,Oncology,Ph III,5) VisitSched,Visit Not Done,NO,6
C2321014,Oncology,Ph III,5) VisitSched,Visit not performed per protocol,NO,23
C2321014,Oncology,Ph III,6) Proc/Test,,,404
